id	text	metadata	region_main_id	region_main	region_sub_id	region_sub	date_str	date_min	date_max	date_circa
80426	λυσικρα[τες] [πα]ρμενιονος.	Euboia — Styra — 5th c. BC	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1653	Euboia (IG XII,9) 	 5th c. BC	-500.0	-401.0	0.0
337308	βυμτοτινο.	Italia — Poseidonia-Paestum — Archaic period — cf. MDAI(R) 69 (1962) 24-25 — MDAI(R) 73/74 (1966/67) 245, 5 — L. Dubois, IGDGG II 27	1696	Sicily, Italy, and the West (IG XIV)	1689	Italy, incl. Magna Graecia	 Archaic period 	-600.0	-479.0	0.0
328228	νυμφοδωρος χαρειναδαο τιμων φιλοξενω ονατοριδας δαμοσθενιος αριστοκλεις αμφηνετω ευδικος σωσω ξενων ξενωνος παραμονος παραμονω θεοτιμος φιλιππου νικων φεναντιδαο ατταλος ατταλω ασσκλαπιχος καραιχω μνασινος ισμινιαο δαμοτελεις θιοπομπω σαμιχος απολλοδωρω αρ[κ]εων φιλωνος τιμων σιμωνος αρισστων φιλωνος κλεινικος ερμωνος κλινικος ευθιουμιδαο αγαθοκλης μνασικλειδαο ιφιδαμος καφισοδωρω θρασων αριστωνος καπων δαμοκλεος αρχανδριδας καλλωνος αμφικλεις ανδριυπιθους ξενοφιλος κλιωνος μνασων καφισιαο φιλων θεπομπω καλλιας λουσινω δαματριχος αρι στωνος ευανκριτος σθενωνος αμφενετος ευανδρω ξενοκλης ερμαιω πουθων δεξωνος μεναρχιδας θιοδωρω φηνιχος φηνιχω ιαροκλης δεξιαρω μνασων εμπεδωνος νικοστρατος σωκλιδαο επιχαρης δεξιαρω απολλωνιος απολλωνιω.	Boiotia — Orchomenos (Skripou) — 2nd c. BC	1698	Central Greece (IG VII-IX)	1691	Megaris, Oropia, and Boiotia (IG VII) 	 2nd c. BC	-200.0	-101.0	0.0
184608	διι [υπ]ατω.	N. Black Sea — Chersonesos — mid. 2nd c. AD?	1683	North Shore of the Black Sea	1684	unspecified subregion	 mid. 2nd c. AD?	126.0	175.0	1.0
347837	[------------------------] [---------------]-[------------------------] [---------------]0[-]λι[---------------------] [------------------------] [-----------------]λ[----------------------] [------------] δημωι [-----------------------] [---------]-[-] και τους [----------------------] [----]ε[----]γλτ[-]πολων[----]0[-----]υ[-----------] [---]εσς[---] εις ταγμα καταχωρ[----------------]ας καθι[στ]ησιν των δε αλλων [επιμελειται φιλοτιμ]ως και ε[σ]στιν περι παντας αθηνα[ι]ο[υς ανηρ αγαθος] και ευν[ου]ς τωι δημωι τυ[χε]ι α[γαθει δεδοχθ]αι τει β[ο]υλει τ[ο]υς προεδρους οι[τ]ιν[ες αν λαχωσιν] προεδρ[ευ]ειν εν τωι δημωι εις την [πρωτην εκκλησι]αν χρημα[τι]σαι περι τουτων γνωμ[ην δε ξυμβαλλεσθ]αι [τ]ης βο[υ]λης εις τον δημον οτι [δοκει τει βουλει ε]παινεσα[ι β]ιθυν κλεωνος λυσι[μαχεα αρετης ενεκα] και ευνοιας της εις τον δημο[ν τον αθηναιων και] στεφανωσ[α]ι χρυσωι στεφανω[ι κατα τον νομον εινα]ι δε αυτον [α]θηναιο[ν κ]αι αυτ[ον και εκγονους και γ]ραψασσθα[ι φ]υλης [κα]ι δημου κ[αι φρατριας ης αν βου]ληται κατα τον νομον τους δ[ε πρυτανεις τους πρυτ]ανευ[ο]ντας δουναι περι αυτ[ου την ψηφον οπως αν εφ]αμιλλον ει πασιν φιλοτιμε[ισθαι περι τον δημον] τον αθηναιων ειδοτας οτι [χαριτας κομιουνται κα]ταξιας των ευεργετηματ[ων αναγραψαι δε τοδε το ψ]ηφισμα τον γραμ[μ]ατ[εα] τ[ον κατα πρυτανειαν εν στη]ληι λιθινει και [στησαι εν ακροπολει εις δε την αν]αγραφην της στηλ[ης μερισαι τους επι τηι διοικη]σει δραχμας.	Attica — Athens — Akropolis — 285-282 BC — IG II² 808 — Syll.³ 476 — M.J. Osborne, Naturalization I (1981) 185, D87	1701	Attica (IG I-III)	1700	Attica	 285-282 BC 	-285.0	-282.0	0.0
301862	[επι πρυτανεως --]οδωρου γνωμη στρα[τηγων εγνω δημος επει --] [-- συντρο]φος του βασιλεως εν τε τοι[ς] αν[αγκαιοτατοις καιροις] [σπουδ]αιας χρειας παρεισχηται τωι τε βασιλε[ι και τωι δημωι] [παντ]ος αγαθου παραιτιος γινομενος και εν πασιν κα[ιροις αμεμπτως] [και αδ]εως αναστρεφομενος της μεγιστης τιμης και αι[δους ηξιουτ]ο πολυ δε των καθ εαυτον συνεσει και παιδειαι προαγων [παρα] [με]ν τοις αλλοις εντροπης και δοξης δικαιως ετυγχανεν παρα δε τ[ωι] [βα]σιλει προεδριας και τιμης της πρωτης μετειχεν αμεμψιμοιρητο[ς] [δε] εν πασιν γεγενημενος και ευδοκιμηκως εν ταις χρειαις απασαις κ[εκ]οσμηκε τον αυτου βιον τηι καλλιστηι παρρησιαι την τε πατριδα σπε[υ]δων οσον εφ εαυτωι διαφερειν παρα τας αλλας πολεις εν ταις κατα τη[ν] πολιτειαν οικονομιαις τα μεν παραλελειμμενα εισηγησαμενος επι τω[ι] συνφεροντι διωρθωσεν τα δε λοιπα ακολουθως τοις νομοις συνεπεισ[χ]υσεν εφ οις ευχαριστησας ο δημος αυτωι τας καλλιστας και ενδοξοτατα[ς ε]ψηφισατο τιμας ινα μη μονον εν τωι πα[ρ]οντι καιρωι η παρα των πολιτων [α]υτωι υπαρχ[η]ι χαρις αλλα και εις τ[ο]ν α[ει] χ[ρ]ονον διαμεινη τα δεδομενα τιμ[ι]α και ο βασιλευς ατταλο[ς φι]λαδελφ[ος] και ευε[ργ]ετης εν τοις αναγκα[ιο]τατοις καιροις πιστευσας την υπερ τω[ν] κοι[νη συ]νφερ[ον]των πρεσβειαν π[ρος] [ρ]ωμαιους εξαπεστειλεν αυτον ινα τους μεν εχθρους ενδειξηται ασεβ[ως] [κ]εχρησμενους τοις πραγμασιν τ[η]ν δ[ε] υπαρχουσαν ευν[ο]ιαν και ευεργεσ[ιαν π]ρος τον βασιλ[εα α]να[ν]εωσ[αμ]εν[ος π]αρακ[αλ]εση[ι] αυτους αμυνασθα[ι] [το]ν πα[ρα]σπονδως κατα[-]-[-]-ο-[-]υ[---]- ενδειξαμενος τηι συγ[κλητωι --------------------------------] [------]--[-----] [---- επι]μελη[θ---] [--- πε]πραγμεν[---] [---]ος καρτερη[ς--] [---] μητ εν τ[---] [-- εσκηπ]τονθ οτ[ι --] [---- κ]αι καθυ[βρι--] [-----]ος [-----].	Mys. — Pergamon — 151-150 BC or shortly after? — IvP II p.509 cf. — OGIS 323, IGR 4.288	1702	Asia Minor	1674	Mysia [Kaïkos], Pergamon	 151-150 BC or shortly after? 	-151.0	-150.0	1.0
232502	[ορος ει]μι τες αγορας.	Att. — Athens: Agora — c. 500 a. — Hsp.9.1940.266 [SEG 10.368(2)] — IG I³ 1089	1701	Attica (IG I-III)	1700	Attica	 c. 500 a. 	-500.0	-500.0	0.0
81738	δημοσθενης λυσιος χρηστος την στηλην εστησαν νουμηνιασται.	Euboia — Chalkis — 3rd c. BC	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1653	Euboia (IG XII,9) 	 3rd c. BC	-300.0	-201.0	0.0
286919	κυριε ο θεος ημω[ν] τ[ην σην] [ειρηνη]ν δο[ς ημιν] [παντ]α γαρ τα εργα ημ[ω]ν απεδωκας ημιν.	Cil. — Anemourion (Eski Anamur) — ca. 430-450 AD — J. Russell, Mosaic Inscriptions (1987) 49, 8	1702	Asia Minor	1662	Cilicia and Isauria	 ca. 430-450 AD 	430.0	450.0	1.0
336016	ρο[διππου].	Sikelia [Rhodos] — Segesta — ca. 205-175 BC (period III) — Sicilia Epigraphica 1 (1999) 312, 39	1696	Sicily, Italy, and the West (IG XIV)	1686	Sicily, Sardinia, and neighboring Islands	 ca. 205-175 BC (period III) 	-205.0	-175.0	1.0
350393	α βουλα και ο δαμος ετειμασαν τιβ[εριον] κλαυδιον τιβεριου κλαυδιου νικαγορα υιον αλκιδαμον ιουλιανον ηρωα [ι]ερεα [τ]ων εφηβ[ων] [----------------].	Kos Isl. — Kos — ca. 1-50 AD — Paton-Hicks (1891) 106 — SGDI III,1 (1895) 3662	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1646	Cos and Calymna (IG XII,4)	 ca. 1-50 AD 	1.0	50.0	1.0
63965	[------ συγγενη βασιλε]ων [πτολεμαιων και βασι]λισσης [κλεοπατρας της αδελφ]ης και [βασιλισσης κλεοπ]ατρας της [γυναικος η συνοδ]ος των εν αλε[ξανδρειαι πρεσ]βυτερων εγδοχεων [ευνοιας εν]εκεν της εις εαυτην [απολλ]ωνι αρτεμιδι λητοι.	Delos — 145-116 BC	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1672	Delos (IG XI and ID) 	 145-116 BC	-145.0	-116.0	0.0
331779	λικινιος τ[ου]τεινος ιεραι αφροδειτη χαρ ιν.	Gallia Narbonensis — Olbia (L'Almanarre): Giens Pen. — 2nd/3rd c. AD — RAN 18 (1985) 354, 7	1696	Sicily, Italy, and the West (IG XIV)	1635	Gallia	 2nd/3rd c. AD 	101.0	300.0	0.0
340180	[----] [--]νκει.	Italia — Roma — Rom. Imp. period — La collezione epigrafica di G. Battista De Rossi (1997) 189, 152	1696	Sicily, Italy, and the West (IG XIV)	1689	Italy, incl. Magna Graecia	 Rom. Imp. period 	-27.0	284.0	0.0
77910	ποσειδωνος ασφαλειου.	Syros — 3rd c. BC	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1585	Cyclades, excl. Delos (IG XII,5) 	 3rd c. BC	-300.0	-201.0	0.0
236764	λ[υ]σις αντιοχου αδελφος χριστος.	Att. — 2nd c. AD — IG II² 12320	1701	Attica (IG I-III)	1700	Attica	 2nd c. AD 	101.0	200.0	0.0
208852	[ απο πλεσιας χαριτ]ι ανδροκλου κοινονιας του και [ετους ονησαγορας φιλουνιου] κουρευς ο δηκατεφορος νυμφη [τηι εν τοι στροφ]ιγγι χιδροβροχον τοδε επ αγ[αθηι τυχηι. κεραμευς] κεραμον με αναγραψας με αναθε παραχρεμα [εις το ιερον το] τε του αναθεντος ονομα κα[λλικλης οστις σεβιζε]ι ατροπον απο μεν αυτες ενπραχθεσεται [εν τωι βιωι καλ]α εσκατον δε τιμορουμενος ιδ[------------------. --].	Kypros — Nymphaion (Kafizin) — 223/222 BC	1680	Cyprus ([IG XV])	1681	unspecified subregion	 223/222 BC	-223.0	-222.0	0.0
332270	[ενθα κ]ατακιτε χαρισ[ιος] [υιος γ]αιου ζησας ε[τη] [εικοσι]ν του βιου ε[αυτου --] σεπτεμ[βριων].	Italia — Roma — Christian period — ICUR II 5686 — RPAA 62 (1989/90) 205, 5686 (A. Ferrua)	1696	Sicily, Italy, and the West (IG XIV)	1689	Italy, incl. Magna Graecia	 Christian period 	27.0	325.0	0.0
270731	αυρ. αμιανος καλιοπη συμβιω σεμνη μνημης και σεαυτω ζων χαριν.	Phryg., N. — Aizanitis: Hacıkebir — later 3rd c. AD	1702	Asia Minor	1679	Phrygia	 later 3rd c. AD	201.0	300.0	0.0
343489	φιλα σελευκου χαιρε.	Achaia — Tritaia (Panagia, Ag. Marina) — 2nd c. BC — P.A. Nerantzoules, Achaiōn Dōdekapoleōs ereipia kai mnēmeia 1 (1938) 19, 2 — J.A. Papapostolou, AGS (1993) 105, 63 — SEG 46.503	1690	Peloponnesos (IG IV-[VI])	1621	Achaia	 2nd c. BC 	-200.0	-101.0	0.0
145054	επι αγαθοκλη σωσστρατου.	Boiotia — Tanagra — Rom. Imp. period	1698	Central Greece (IG VII-IX)	1691	Megaris, Oropia, and Boiotia (IG VII) 	 Rom. Imp. period	-27.0	284.0	0.0
217972	υπερ τιβεριου καισαρος σεβαστου ισιδι και αρποχρατη και πανι θεοις μεγιστοις τον περιβολον παμινις παρθενιου και παρθενιος υιος ετους τιβεριου καισαρος σεβαστου.	Eg. — Koptos (Qift) — 21/2 AD — Pan Dés.78,a (= Portes 57) — SB 5.8811	1695	Egypt, Nubia and Cyrenaïca	1694	Egypt and Nubia	 21/2 AD 	21.0	22.0	0.0
152528	αγαθηι τυχηι. επριατο θειοχαρης νικεα παρα θεοδωρου του πολεμωνος την οικ[ι]αν ηι γειτων μεννεας ασανδρου και θεοδωρος αυτος και νικανωρ επικρατους χρυσων τριακοσιων. βεβαιωτης δημονικος ριχνου. μαρτυρες στησιλεως οργεως αριστογενης αστινου επι ιερεως του ασκληπιου ερ[μαγ]ορα επι επιστατου αισχυλου.	Makedonia (Edonis) — Amphipolis: Mesolakkia — 351/350 BC — Demitsas, Hē Makedonia 848 — SEG 41.562	1692	Northern Greece (IG X)	1485	Macedonia 	 351/350 BC 	-351.0	-350.0	0.0
226577	γαλλου μαριανου επιστρατηγου θηβαιδο[ς] στρατηγουντος του νομου διοσκορου γενεσια αδριανου η πολις.	Eg. — Latopolis (Isna) — after 130 AD	1695	Egypt, Nubia and Cyrenaïca	1694	Egypt and Nubia	 after 130 AD	130.0	130.0	0.0
30483	βιδεοι επι δαμο[κλεους] του [ τ]ου [κα]ι φιλοκ[ρατους] [----]ρι[--]τ[-] το β καλλιμαχο[ς ---]κλεου[ς] κλεων φιλοστρατος [---ιπ]που γαιος ιουλιος καλ[-]τικελω [κασεν] [--------]ρατου.	Lakonike — Sparta — ca. 135 AD	1690	Peloponnesos (IG IV-[VI])	1658	Lakonia and Messenia (IG V,1) 	 ca. 135 AD	135.0	135.0	1.0
238991	[επι -- αρχοντος εν δελφοις ιερομνημονουντων αιτωλω]ν φι[λιπ]που λαμιεος σιμαργου [---. ---. χιου πλειστ]αινου δελφων τελεδαμου εμμενιδα [------ γραμματευοντος --- θ]αυμακου πυθιοις επειδη παρα[γενομενος προς τους ιερομνημονας ο αγωνοθετης θηβαιων παρε]καλεσεν τους αμφικτιονας οπως αν [ως καλλιστα συντεληται α θυσια τωι διονυσωι τωι καδμειωι τ]αν τριετηριδων και γενηται εν [ταις καθηκουσαις ημεραις α πανηγυρις και --- ο αγων των τραγωι]δων αναγραψαι τα δογματα τα [περι τουτων και προτερον δεδογμενα εις ταν οικιαν των θηβαιων ειμ]εν δε αυτα και εν παραδοσει καθως [παρακαλει το κοινον των τεχνιτων]. [επι γ--α αρχοντος εν δελφοις πυλαιας οπωρινης εδοξεν τοις αμφικτ]ιοσιν οπως αν η θυσια τωι διονυσωι [τωι καδμειωι ως καλλιστα συντεληται καθως παρακαλει το κο]ινον των τεχνιτων των εις ισθμον [και νεμεαν συντελουντων τους αμφικτιονας επιμελεισθαι του]ς ιερομνημονας οι αν ωσιν εν τωι [συνεδριωι των δογματων των αναγεγραμμενων εν τωι κα]δμειωι εν] θηβαις υπερ του[των] [οπως ------------ το κοινον τω]ν τεχνιτω[ν ---] [-----σιν------------ αναγραφη]ναι εν τωι ιερωι παρα τον σ[ηκον της σεμελης και τα προτερον δεδογμενα ει]ναι δε και ασφαλειαν και ασυλιαν πασι τ[οις τεχνιταις τοις επι την πανηγυριν και την θυσια]ν των τριετηριδων πενθ ημερας πορευ[ομενοις εν τουτοις ενγεγραμμενοις κριτηριοις κ]αι εως αν η πανηγυρις γινηται και αυτοις [και πασι τοις συνεργαζομενοις αυτοις πα]νταχου εαν δε τις παρα ταυτα αγηι τινα η ρυσιαζηι [υποδικος εστω εν αμφικτιοσιν] ειναι δε και το ιερον του διονυσου του καδμειου [το εν θηβαις απο παντων α]συλον καθαπερ και το εν δελφοις την δε θυσιαν και εκεχε[ιριαν αναγορευσαι ε]πι τας πολεις την τε των θηβαιων πολιν και τους τεχνιτας κ[αι τους αει οικονο]μουντας τα κατα το ιερον τον τε ιερεα του διονυσου και τους επιμελ[ητας υπο του κοινου τω]ν τεχνιτων ειρημενους και τον αγωνοθετην θηβαιων αναγραψαι δε τον [γραμματεα τουτο] το ψηφισμα εν στηλαις δυσιν και αναθειναι την μεν εν δελφοις εν τω[ι ιερωι του απολλωνο]ς οπου αν δοκηι εν καλλιστωι ειναι την δε εν θηβαις παρα τον σηκο[ν της σεμελης αν]αθειναι δε και των αλλων ιερων οπου αν δοκηι [ε]ν καλλιστωι εινα[ι]. επι νικαρχου αρχοντος ε[ν δελφοις πυλαιας] οπωρινης εδοξεν τοις αμφικτιοσιν επειδη α πολις των θηβαιων κα[ι οι τεχνιται οι εις ι]σθμον και νεμεαν συντελουντες παρεκαλεσαν τους αμφικτιονας το τε [ιερον του διονυσου α]συλον ποιησαι και επιμελειαν ποιησασθαι τας α[σ]φαλειας και του αγω[νος οπως κα η θυσια των] τριετηριδων ως καλλιστα συντεληται τωι διονυσωι τωι καδμ[ειωι και γενηται εν αμεραις πλει]ονεσσι αι τις κα των αυληταν η των χορευταν η των τραγωι[δων η των κωμωιδων προσνε]μηθεντων εις τας τριετηριδας υπο των τεχνιταν μη αγωνιζητα[ι τους προστεταγμενους αγων]ας κατα τον νομον τας πολιος των θηβαιων αλλα υγιαινων λιπη[ι μη ειμεν αυτωι μηδαμου ασφ]αλειαν μηδε τοις συνεργαζομενοις αυτωι μητε πολεμου μητε ει[ρηνας μηδε ασυλιαν αλλα οπως κ]α ζαμιωθη υπο του αγωνοθετα και αγωγιμος εστω πανταχοθεν [εις θηβας και μη το κοινον μηδεμι]αν ζαμια[ν α]φεληται τον εζαμ[ιωμ]ενον --------------------------------------------------------------.	Phokis — Delphi — 217-212 BC — SGDI 2532	1698	Central Greece (IG VII-IX)	1272	Delphi 	 217-212 BC 	-217.0	-212.0	0.0
352584	ηρακλειτον [---- βιωσαντα] καλως και δι[καιως ανεστησαν οι] φιλο[ι] ευκρατ[---------].	Ionia — Priene — 1st c. BC at the earliest — IvPriene (1906) 280	1702	Asia Minor	1688	Ionia	 1st c. BC at the earliest 	-100.0	-1.0	0.0
276340	τον δημον τ[ον] ρωμαιον ο δημος ο σιδητω[ν].	Pamph. — Side (Eski Adalia-Selimiye) — late 3rd/early 4th c. AD — Side Kitabeleri (1965) 9, 91 — AnnÉp (1966) 454	1702	Asia Minor	1651	Pamphylia	 late 3rd/early 4th c. AD 	251.0	350.0	0.0
334601	συρισσκας.	Sikelia (Aeolian Islands) — Lipara (Lipari) — Meligunìs Lipára 11,1 (2001) p. 394 — SEG 51.1308	1696	Sicily, Italy, and the West (IG XIV)	1686	Sicily, Sardinia, and neighboring Islands	 Meligunìs Lipára 11,1 (2001) p. 394 	1.0	1.0	0.0
289	[επι τες μιας και εικοστες αρχες ει προτ]ονικος εκ κεραμεον επιχαρος [εγραμματευε ελλενοταμιας ε ν -----μ]αχος χαριδεμο χσυπεταιον [ιονικος φορος] ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- [νεσιοτικος φορος] ------------------------------------------------------------ -------------------------------------------------------------------------------------------------------------------------------------------------------------------------- [ελλεσποντιος φορος] -------------------------------------------------------------------------------------------------------------------------------------------------------------------------- [λα]μπονειες ---- [λα]μπονειες [επ]ιφορας ---- [αβ]υδενοι 0 [δα]σκυλειον [εν] προποντιδι ---- [δα]σκυλειανοι [επ]ιφορας [κα]λχεδονιοι ---- [καλχ]εδονιοι [επιφορ]ας ---------------------------------------------------------------------------------------------------------------------------------------------------------------- [θραικιος φορος] ---------------------------------------------------------------------- 0 νεοπολιται με[ν]δ[α]ιον 0 σπαρτολι[οι] 0 μενδαιοι 0 μαρονιται 0 ικιοι 0 σερμυλιες 0 σαναιοι 0 σερμαιοι 0 σκιαθιοι 0 στρεφσαιοι νεοπολιται παρ αντισαραν θυσσιοι ---- φεγετιοι αινεαται πεπαρ[εθι]οι ---------- [ποτειδεατ]αι ---------- [μεκυπερνα]ιοι [διες εκ το α]θο -------------------------------------------------- [σαμοθραικε]ς -------------------- 0[ικαια] πα[ρα αβδε]ρα 0 θασ[ιοι] 0 ασσε[ριται] 0 σκαβ[λαιο]ι στολιοι 0 σιγγιοι πολες αυται φορον ταχσαμεναι 0 αιολιται 0 γαλαιοι 0 μιλκο[ριοι] 0 αμ[οργιοι] 0 κ[ασιοι] 0 κα[λλιπολιται] 0 σαρ[ταιοι] 0 ετ[εοκαρπαθιοι] 0 φα[ρβελιοι] 0 [χεδρολιοι] 0 πλευ[μες] πολες ας [οι] ιδιοται ενε[γ]ραφσαν φορον φερεν 0 πιλορος 0 κλεοναι 0 σινος 0 διακρες απο χαλκιδεο[ν] 0 πιστασος 0 συμε τινδαιοι 0 κιθας σμιλλα γιγονος αισα 0 βυσβικος 0 οθορος ατακτος πολις 0 κυστιριοι.	Att. — stoich. — 434/3 a.	1701	Attica (IG I-III)	1700	Attica	 434/3 a.	-434.0	-433.0	0.0
230315	επιμελητευον[τος ιερεω]ς γ μουσω[νιου ρουφου].	Attica — Athens — ca. 150 AD — IG II² 5212 — Horos 10-12.1992-98.234, Appx. C — SEG 26.265	1701	Attica (IG I-III)	1700	Attica	 ca. 150 AD 	150.0	150.0	1.0
269260	[ερ]μας και δομνα η μητηρ απελλειναρ[ι]ω [τ]ω τεκνω γλυκυτατω μνημης χαριν.	Phryg., N. — Kotiaion (Kütahya) — Ortaca — 150-400 AD	1702	Asia Minor	1679	Phrygia	 150-400 AD	150.0	400.0	0.0
315817	θασιω[ν]. αρι[στο τελης].	Scythia Minor [Thasos] — Istros-Histria — ca. 325-317 BC — Canarache, Importul amforelor (1957) 76, 132	1697	Thrace and the Lower Danube (IG X)	1675	Scythia Minor 	 ca. 325-317 BC 	-325.0	-317.0	1.0
246283	παις ενθαδε κειμε διονυσιος ιασονος του ποτ ιερευσαντος θεου λογω θεω εοντι χριστω πανβασιληι ομοουσιω τριαδι σεπτη κεινος ενθαδε κειται παρα τραπεζαν αγιοφορον. εγω δη δ ετος εικοστον ογδοον ηνιοχησας χριστου διακονος μεγαλου τε νεως ιεροσολυμων πεπαυμε μοχθου βιου αδικηθεις ουκ αδικησας [α]λλ εγω αυθις αναστησομαι χριστου παροντος --παε υμνους δοξολογιας αναπεμπων. εκοιμηθη τη -- δυστρου.	Arab., Nabatene — Petra — 341 AD	1693	Greater Syria and the East	1668	Arabia	 341 AD	341.0	341.0	0.0
220106	αρσινοης θεας φιλαδελφου.	Eg. — Unk. Prov. (Lower Egypt?) — Ptolemaic period	1695	Egypt, Nubia and Cyrenaïca	1694	Egypt and Nubia	 Ptolemaic period	-332.0	-31.0	0.0
333608	ο θρασυς ηρακλεης ονφαλην [αμ]φιπολ[-] ειρια και ταλαρω δμως αλοχω καταθρι. ον εν.	Italia — Assisium (Assisi) — 1st/early 2nd c. AD — MemAccLinc 23 (1979) 285, 10 — SEG 36.908 (date)	1696	Sicily, Italy, and the West (IG XIV)	1689	Italy, incl. Magna Graecia	 1st/early 2nd c. AD 	1.0	150.0	0.0
180308	ιερ[εως --------]ου ηρακων κρατ[ιππου ειπεν επ]ειδη συμβαινει σωσιστρατον θεοφιλου αθηναιον ευνουν ειναι τει πολει ωρωπιων και τω[ν] πολιτων τοις χρειαν εχουσιν εμ παντι καιρωι το συμφερον πραττειν δεδοχθαι τει βουλει και τωι δημωι σωσιστρατον προξενον ειναι της πολεως ωρωπιων αυτον και εκγονους κα[ι] ειναι αυτοις γης και οικιας ενκτησιν και ισοτελειαν και ασφαλειαν και ασυλιαν και κατα γην και κατα θαλατταν και πολεμου και ειρηνης και ταλλα παν[τα] καθαπερ τοις αλλοις προξενοις [κ]αι ευεργεταις γεγραπται.	Boiotia — Oropos (Skala) — Amphiareion — ca. 240-180 BC — IG VII 241	1698	Central Greece (IG VII-IX)	1691	Megaris, Oropia, and Boiotia (IG VII) 	 ca. 240-180 BC 	-240.0	-180.0	1.0
269506	τιβεριος κλαυδιος ---.	Phryg. — Synnada (Şuhut) — Hallaç — 1st c. AD	1702	Asia Minor	1679	Phrygia	 1st c. AD	1.0	100.0	0.0
238749	[δελφδι εδωκαν ------------]κου μεγαρε[ι] α[υ]τωι και εκγονο[ις πρ]οξε[νιαν] [πρ]ο[μ]αντειαν προεδρ[ια]ν [προδικιαν] [ασυλιαν α]τελει[α]ν π[α]ντων και ταλλα οσα κα]ι το[ις αλλοις προξενοις] [και ευεργε]ται[ς]. αρχοντος ευδοκου [β]ουλευ[οντω]ν νικια αλ[κα]μεν[ευ]ς αι[σ]χρι[ω]ν[δα].	Phokis — Delphi — ca. 235/4 BC?	1698	Central Greece (IG VII-IX)	1272	Delphi 	 ca. 235/4 BC?	-235.0	-234.0	1.0
324412	------ [μν]ασωι --- [α]ναξωι --- [με]γωι τι-- [αρ]ατα --- [κρ]ιτολα δι[ονυσιω] [μν]ατεα αρ-- [α]λυπω λυς-- [κα]λ[λ]ιβωλα ις-- θευπροπα 0-- αισχρα αυτο-- ιππονεικα ζευ[ξιμαχω] τιμαρετα ε[φορω] νεικιππα α[ρισταρχω] ολυνπιας κλ[εαρχω] ζευξω θε[υχρηστω] καλλιβωλα [δαμοφανευς] ------.	Cyrenaica — Cyrene — 1st c. AD — BSAAlex 39 (1951) 87, 3	1695	Egypt, Nubia and Cyrenaïca	1633	Cyrenaïca	 1st c. AD 	1.0	100.0	0.0
324374	ετους ζ φαμενωτ - κλευπατρα ετων -.	Cyrenaica — Teucheira--Arsinoe (Tocra) — 1st c. BC/1st c. AD — J.M. Reynolds, no. 16 (unpub.)	1695	Egypt, Nubia and Cyrenaïca	1633	Cyrenaïca	 1st c. BC/1st c. AD 	-100.0	199.0	0.0
199881	δικτυν[ναι] αιτυρως τασσκινος ευχαν [α]νδροιτον θυραιγενηος.	Crete, W. — Diktynnaion — 1st c. BC	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	474	Crete 	 1st c. BC	-100.0	-1.0	0.0
201876	χαριτελης ανασιωνος.	Crete, W. — Aptera — late 1st c. BC/early 1st c. AD — BCH 103 (1979) 59, 2	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	474	Crete 	 late 1st c. BC/early 1st c. AD 	51.0	100.0	0.0
230473	-----]0 0 ----]μ ---]ης 0 --- ε]υς ---]ς διονυσιο 0 --- ε]υς.	Att. — Athens — non-stoich. — 4th c. BC	1701	Attica (IG I-III)	1700	Attica	 4th c. BC	-400.0	-301.0	0.0
284868	λρ[-]τλ ο [-] ο[λ]υμπηνο[ς] κατεσκευα[σα] τ[ο]ν τυμβον [ε]αυτω και τη προκειμενη μου γυναικι και παιδιοις μου ετερω δε και ενγονοις μηδενι εαν δε τις επιβιασηται και βαλι ετερον πτωμα υποκεισετε τω θεω ηφαιστω.	Lycia, E. — Olympos — Roman period	1702	Asia Minor	1669	Lycia	 Roman period	-200.0	600.0	0.0
187467	[ο δεινα] με ανεθηκε α[πολλωνι].	Kalymna — Cantuni — 6th c. BC	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1646	Cos and Calymna (IG XII,4)	 6th c. BC	-600.0	-501.0	0.0
191205	[λιν]διοι υπερ [κ]λαυ[δ]ιας [σωσι]πατ[ρας] ε[ρμεια].	Rhodos Isl. — Lindos — ca. 250 AD	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1627	Rhodes and S. Dodecanese (IG XII,1) 	 ca. 250 AD	250.0	250.0	1.0
186779	απολλωι του απολλωι παφιου.	Kos Isl. — Kos — Platani — 1st c. BC/Rom. Imp. period	1699	Aegean Islands, incl. Crete (IG XI-[XIII])	1646	Cos and Calymna (IG XII,4)	 1st c. BC/Rom. Imp. period	-27.0	284.0	0.0
145732	[ο δημ]ος [και η βουλ]η κλαυ[διαν] [-----]αν.	Boiotia — Thisbe — Roman period	1698	Central Greece (IG VII-IX)	1691	Megaris, Oropia, and Boiotia (IG VII) 	 Roman period	-200.0	600.0	0.0
